CUST_Type,CUST_Name,phoneNumber,address,district,longitude,latitude
Low End,EC spot,547846009,Ghana,North,-0.83382,9.40612
Low End,Peace AND Love Spot,547846009,Ghana,North,-0.80844,9.39775
Low End,Jamvis spot,547846009,Ghana,North,-0.83867,9.36791
Low End,Brotherman Spot- T.poly,547846009,Ghana,North,-0.86102,9.43063
Low End,Sena spot,547846009,Ghana,North,-0.93011,9.40443
Low End,Tipsy Inn- Nyankpala,547846009,Ghana,North,-0.98473,9.41938
Low End,Market Pub- Nyankpala,547846009,Ghana,North,-0.98783,9.41786
Low End,Nancy spot,547846009,Ghana,North,9.41707,9.41707
Low End,Fina spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Adom spot,547846009,Accra,North,-0.83517,9.36437
Low End,Niger bar,547846009,Ghana,North,9.41423,9.41423
Low End,New dawn spot,547846009,Ghana,North,-0.82005,9.41765
Low End,K.E Spot,547846009,Ghana,North,-0.85778,9.38799
Low End,Unity pub,547846009,Ghana,North,-0.82714,9.39850
Low End,Show your love,547846009,Ghana,North,-0.83688,9.40299
Low End,Joy Land Spot,547846009,Ghana,North,-0.82692,9.41412
Low End,Yaayaa spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Lizzy Spot,547846009,Ghana,North,-0.8325,9.40579
Low End,Maaloo villa,547846009,Ghana,North,-0.81618,9.38769
Low End,Ebony Spot,547846009,Ghana,North,-0.80916,9.39749
Low End,Feel free spot,547846009,Ghana,North,-0.82419,9.39454
Low End,Priscilla spot,547846009,Ghana,North,-0.81664,9.39069
Low End,Brotherman spot,0249266119,Ghana,North,-0.86106,9.43060
Low End,AB-Stop Over,547846009,Ghana,North,-0.87251,9.47064
Low End,Okukuseku spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Foster Bar,547846009,Ghana,North,-0.87329,9.47281
Low End,Kae Me Br3,547846009,Ghana,North,-0.83641,9.41469
Low End,Jamuis Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Poneve spot,547846009,Accra,North,-0.82794,9.3729
Low End,Sang-kura,547846009,Ghana,North,-0.80370,9.41324
Low End,Odyssey spot,547846009,Tamale,North,-0.8283,9.39939
Low End,Home Sweet Home,547846009,Ghana,North,-0.84428,9.37969
Low End,Jeyads lodge,547846009,Ghana,North,-0.79552,9.38228
Low End,Far Spot,547846009,Ghana,North,-0.82794,9.3729
Low End,BROTHERS INN(A3),547846009,Accra,North,-0.86982,9.43194
Low End,GODS TIME(A2),547846009,Tamale,North,-0.86982,9.43194
Low End,Old Timers Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Mempeasem,547846009,Ghana,North,-0.86982,9.43194
Low End,Palace View,547846009,Ghana,North,-0.86982,9.43194
Low End,M. G. H Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Okuku Seiku spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Summer Hut Spot,547846009,Ghana,North,-0.87631,9.47474
Wholesaler,Silent Station,547846009,Ghana,North,-0.86982,9.43194
Low End,Pleasure Drinking Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Open Spot,547846009,Ghana,North,-0.86417,9.45565
Low End,Sam Executive,547846009,Ghana,North,-0.86666,9.43478
Low End,Frankly Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Gymcana,547846009,Ghana,North,-0.86982,9.43194
Low End,Re-Birth Pub- Nyankpala,547846009,Ghana,North,-0.98485,9.42021
Low End,Boyaah Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Level Two Pub,547846009,Ghana,North,-0.86982,9.43194
Low End,Laraba spot,547846009,Ghana,North,-0.83835,9.38401
Low End,Muna Location,547846009,Ghana,North,-0.86982,9.43194
Low End,Sun Stand,547846009,Ghana,North,-0.91114,9.40365
Low End,Milinnium,547846009,Ghana,North,-0.86982,9.43194
Low End,Evelyn's Inn,547846009,Ghana,North,-0.87350,9.47051
Low End,Lamisi Spot,547846009,Ghana,North,-0.86107,9.44734
Low End,Miricha hotel,547846009,Ghana,North,-0.82591,9.39803
Low End,Food Empire Annex,547846009,Ghana,North,-0.83921,9.40307
Low End,Patience Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Happy Yourself,547846009,Ghana,North,-0.86982,9.43194
Low End,Discipline,547846009,Ghana,North,-0.86982,9.43194
Low End,Discovery Road,547846009,Ghana,North,-0.86982,9.43194
Low End,Yaks spot,547846009,Ghana,North,-0.89633,9.49334
Low End,STC Work Shop Spot,547846009,Ghana,North,-0.85681,9.38846
Low End,Trinity royal spot,547846009,Ghana,North,-0.83413,9.40649
Low End,Don't Give Up,547846009,Ghana,North,-0.86982,9.43194
Low End,Lormvana spot,547846009,Ghana,North,-0.82418,9.39458
Wholesaler,Vicny ent,547846009,Ghana,North,-0.82545,9.41833
Wholesaler,Odile Ent.,547846009,Ghana,North,-0.83698,9.4083
Low End,Saama Vision,547846009,Ghana,North,-0.86982,9.43194
Wholesaler,Benjoe Ent,547846009,Ghana,North,-0.86982,9.43194
Wholesaler,Whatever you do Ent.,547846009,Ghana,North,-0.86982,9.43194
Low End,George Boateng,547846009,Ghana,North,-0.86982,9.43194
Low End,Mr. Suuk,547846009,Ghana,North,-0.86982,9.43194
Wholesaler,Chrisick enterprise,547846009,Accra,North,-0.83038,9.39864
Low End,One corner spot Yendi,547846009,Ghana,North,0.00474,9.44453
Low End,SUN CITY SPOT(B3),547846009,Accra,North,-0.86982,9.43194
Wholesaler,Pastoral Centre,547846009,Ghana,North,-0.86982,9.43194
Low End,Police Canteen,547846009,Ghana,North,-0.86982,9.43194
Low End,Nuoyoug spot,547846009,Tamale,North,-0.86982,9.43194
Low End,De Baze Spot,547846009,Ghana,North,-0.81369,9.41225
Wholesaler,Dream Ventures,547846009,Ghana,North,-0.86982,9.43194
Low End,Old Soja- Nyankpala,547846009,Ghana,North,-0.98917,9.42002
Low End,FIRE SPOT -NYANKPALA RD,547846009,Ghana,North,-0.87036,9.40413
Low End,Cees Spot,547846009,Ghana,North,-0.86742,9.47525
Low End,Sumerta's Door,547846009,Ghana,North,-0.92787,9.40440
Low End,Last Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Madam Assibi,547846009,Ghana,North,-0.86982,9.43194
Low End,O. Gee Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,C Sir,547846009,Ghana,North,-0.86982,9.43194
Low End,Akous Traffic,547846009,Ghana,North,-0.86982,9.43194
Low End,Peace Corner,547846009,Ghana,North,-0.91022,9.40420
Low End,Bright Corner,547846009,Ghana,North,-0.86982,9.43194
Low End,Koca Blimbar,547846009,Ghana,North,-0.86982,9.43194
Low End,Atta Maame Annex,547846009,Ghana,North,-0.98379,9.40087
Low End,Bule Gate,547846009,Ghana,North,-0.85671,9.45233
Low End,Habiprince Rest,547846009,Ghana,North,-0.86982,9.43194
Low End,Happy Spot,547846009,Ghana,North,-0.86982,9.43194
Low End,Belga Bar & Hostel,1234,Ghana,North,-1.84109,9.23196
Low End,Palace Spot,1234,Ghana,North,-1.46994,8.79239
Low End,MAALOO VILLA(A2),245942335,Accra,North,-0.81730,9.38750
Low End,The Point,1234,Ghana,North,-0.85797,9.38757
Mainstream,Discovery spot Yendi Road,550539212,Accra,North,-0.78600,9.38184
Mainstream,out-sabel pub,546935731,Accra,North,-0.88562,9.36484
Mainstream,Odyssey spot,548042357,Kabsad clinic,North,-0.82794,9.39972
Mainstream,Patdav's spot,277788772,Marwal Hotel opposite,North,-0.82971,9.40198
Mainstream,wintis spot,244565728,Marwal guess house,North,-0.83081,9.40057
Mainstream,club 88 pub & grill,241244288,Accra,North,-0.83067,9.40462
Mainstream,Jack's spot,241530063,Ghana,North,-0.81767,9.41512
Mainstream,Bernard's Grills,505754149,Ghana,North,-0.84531,9.45372
Wholesaler,LOW PRICE ENT.(A2),242569627,Accra,North,-2.580384,7.448698
Wholesaler,BOADIWAAH ENT(A2),241677740,Accra,North,-2.58038,7.45207
Mainstream,De Young,207671313,Accra,North,-2.570173,7.436955
Wholesaler,S3 WE HU(A2),202785012,Accra,North,-2.5805586,7.4519959
Wholesaler,BIG DADA ENT.(A2),253657728,Accra,North,-2.58347,7.45235
Mainstream,Pomaa Regent Hotel,246101134,Accra,North,-2.56988,7.43688
Wholesaler,MOTHER'S WHOLESALE/ BAR(A,205628970,Accra,North,-2.583738,7.450957
Mainstream,GRANPA CIRCLE/MOTEL/CLUB  MAGAZINE BK,0248014039,Accra,North,-2.60404,7.43647
Mainstream,EURO CASINO SPOT.(A3),242567756,Accra,North,-2.592604,7.443877
Wholesaler,AHODWO ENTERPRISE(A3),240354848,Accra,North,-2.4650559,7.4000509
Mainstream,ATOMIC SPOT(A3),265521983,Accra,North,-2.58146,7.45157
Mainstream,CALIFORNIA PUB(A2),543234901,Accra,North,-2.5823546,7.4521488
Wholesaler,Ring road,0542323638,Accra,North,-2.57241,7.43590
Low End,BERLIN SPOT.(A2),245123061,Accra,North,-2.5696,7.4358
Mainstream,BE WISE SPOT.(A3),242567568,Accra,North,-2.582022,7.452474
Low End,EBENEZER SPOTSENASE -SENA,242356756,Accra,North,-2.57971,7.42819
Low End,ADUANA SPOT 1(A3),245117366,Accra,North,-2.565172,7.433833
Mainstream,BRITISH INN(B3),208234533,Accra,North,-2.592406,7.455569
Mainstream,HAPPY NIGHT CLUB(A3),254226756,Accra,North,-2.584328,7.453252
Mainstream,JET AIME(A3),242567396,Accra,North,-2.58321,7.45102
Wholesaler,ABREFI ENTERPRISE(A2),208196473,Accra,North,-2.5934966,7.4556662
Mainstream,SILVER HOUSENSUATRE -NSUA,242567186,Accra,North,-2.4697,7.40365
Low End,KABOBO SPOT(B3),242567522,Accra,North,-2.57878,7.42702
Low End,CHICAGO INN(B3),270156756,Accra,North,-2.562803,7.433831
Mainstream,KEKAKOR SPOT.(B3),242563756,Accra,North,-2.58213,7.45337
Mainstream,COLLEGE VIEW SPOT(B2),247525881,Accra,North,-2.577133,7.443284
Low End,PREMIE COOL(B3),240675422,Accra,North,-2.59214,7.45548
Low End,CELEBRATION SPOT - NSUATR,243567296,Accra,North,-2.4681832,7.4034598
Mainstream,ESPAYOL(B3),242596756,Accra,North,-2.5835,7.44944
Mainstream,MOTHER'S INN(B3),242345665,Dormaa,North,-2.47037,7.40418
Mainstream,EXTRA O SPOT(B3),245155560,Accra,North,-2.58442,7.46259
Mainstream,BOBO ROOF TOP(C3),278976541,Accra,North,-2.46798,7.40634
Mainstream,DE YANKEYS(A3),242583426,Accra,North,-2.583775,7.450441
Mainstream,LEVEL 4PLUS(B3),243470544,Accra,North,-2.599827,7.463259
Mainstream,RICH ROSE ENTERPRISE,0537176472,Accra,North,-2.59220,7.45537
Low End,Atomic Annex kato,242077562,Accra,North,-2.5726145,7.4367635
Wholesaler,MOTHER'S ENT(B2),536579786,Accra,North,-2.58292,7.45476
Mainstream,AKONTAM SPOT(B2),267892664,Accra,North,-2.58162,7.45118
Low End,AKYEBA SPOT(B3),244922825,Accra,North,-2.5638217,7.4338171
Mainstream,Standford Bridge pub,243905197,Accra,North,-2.4685331,7.4029377
Low End,GYEW3NI SPOT(B3),205162049,Accra,North,-2.467513,7.407072
Mainstream,A1 PUB(C2),543350377,Accra,North,-2.5889203,7.4529941
Low End,ROYALS SPOT.(C1),242567596,Accra,North,-2.56725,7.43508
Mainstream,GREEN GATE HOTEL(C3),263785728,Accra,North,-2.57249,7.43351
Low End,SIKA DAM(B3),244256756,Accra,North,-2.582849,7.454712
Low End,ADWOAM SPOT(A3),242546756,Accra,North,-2.58369,7.45132
Mainstream,ROYAL UNITY LODGE (AHENFI,242567546,Accra,North,-2.5695182,7.4391693
Mainstream,RUNNERS HOTEL(B3),243550101,Accra,North,-2.574591,7.463132
Low End,AFTER WORKBEREKUM -BEREKU,241567022,Accra,North,-2.579354,7.428595
Mainstream,NEO PUB(B3),558594040,Accra,North,-2.570463,7.437029
Wholesaler,AKONO VENTURES(A2),207193022,Accra,North,-2.5870853,7.4545801
Low End,STANFORD SPOT(C3),242567716,Accra,North,-2.46559,-7.3979
Wholesaler,Payless Ent,596339921,Accra,North,-2.5844,7.45317
Mainstream,X 4 PLAZA CLUB(B2),543178092,Accra,North,-2.561911,7.465784
Low End,KASABLANKA SPOT.(C2),269167636,Accra,North,-2.5808,7.44964
Low End,OBAA SERWAH SPOT.(C3),201453723,Accra,North,-2.566263,7.434069
Low End,ADOM SPOT(C2),505052133,Accra,North,-2.4699276,7.4047589
Low End,ATO SPOT(C3),207862908,Accra,North,-2.5649281,7.4327541
Low End,NEW FRAMINGO(B3),204256756,Accra,North,-2.584916,7.455749
Low End,POWER POINT(C3),245143088,Accra,North,-2.470706,7.403641
Low End,Florida spot,248336000,Accra,North,-2.5712149,7.4635239
Low End,EXPO 70(C2),242562526,Accra,North,-2.58323,7.45181
Mainstream,AKAS PUB Berekum,0243233674,Accra,North,-2.57463,7.45956
Low End,CHAIRMAN SPOT(B3),556080008,Accra,North,-2.589609,7.456477
Mainstream,ADEHY3 SPOT(A3),209664258,Accra,North,-2.6168955,7.4528971
Low End,PEACE AND LOVESENASE -SEN,2020546211,Accra,North,-2.580019,7.428592
Low End,SWEET TEE PUB(B3),205555819,Accra,North,-2.4085442,7.39794
Low End,FREE NIGHT -BEREKUM(C3),242566756,Accra,North,-2.574839,7.45687
Low End,GYEWENI SPOT(B3),243766781,Accra,North,-2.6489756,7.446735
Mainstream,GOLDEN CITY(C3),243542317,Accra,North,-2.582113,7.457636
Mainstream,NETHALAND PLAZA(A3),240204143,Accra,North,-2.6606526,7.452784
Mainstream,Vib Pub,542780021,Accra,North,-2.5650878,7.4694035
Low End,Liberty Kato,244872642,Accra,North,-2.57008,7.43513
Low End,CUT & MOVE SPOT(C1),249398751,Accra,North,-2.603642,7.460302
Mainstream,MONTANA SPOT,247890233,Accra,North,-2.36758,7.38588
Mainstream,Bonu Pub,549148841,Accra,North,-2.56915,7.43598
Low End,Kasper Ventures,592245613,Accra,North,-2.60350,7.46133
Low End,VIEW SPOT(B3),262363817,Accra,North,-2.650583,7.4461536
Low End,ABRANTEE SPOT(C3),241218532,Accra,North,-2.6495607,7.44902
Low End,HAPPY NIGHT SPOT(B3),203394002,Accra,North,-2.5616428,7.4721352
Low End,HOME BOY(B3),542634340,Accra,North,-2.6699544,7.4685151
Low End,Barcelona Inn,546343234,Accra,North,-2.3672048,7.3871777
Mainstream,RESIDENTIAL PUB(C1),202349562,Accra,North,-2.5969363,7.4598868
Low End,GYAMO LEE(C3),242546756,Accra,North,-2.57581,7.46229
Low End,STELLAM SPOT(C2),209508615,Accra,North,-2.5850267,7.448453
Mainstream,ADUANABA TRADING STORE(C2,593302340,Accra,North,-2.583913,7.45056
Wholesaler,NANANOM ENTERPRISE(B3),208189540,Accra,North,-2.5819391,7.4529738
Low End,MONTANA SPOT(C1),505005918,Accra,North,-2.589033,7.455238
Low End,ARRESTED CORNER SPOT(C1),248659211,Accra,North,-2.5713284,7.4329407
Low End,CUTE JOINT SPOT(C3),572008618,Accra,North,-2.5641655,7.4703563
Mainstream,Heros Pub,209774340,Accra,North,-2.6613884,7.4303689
Low End,Cedis Annex 2,554789041,Accra,North,-2.5826616,7.451005
Low End,Two Brothers Pub,549327220,Accra,North,-2.6506278,7.4469847
Low End,Sist Ako Spot,248380265,Accra,North,-2.5828214,7.4522684
Mainstream,GROOVYS - SUNYANI(A1),241200135,Accra,North,-2.33881,7.34137
Mainstream,PHILOBOAH SPOT(A3),564248444,Accra,North,-2.33061,7.33196
Mainstream,PRISONS CANTEEN SUNYANI P,501621493,Accra,North,-2.33359,7.34
Mainstream,F & F PUB(A3),246201011,Accra,North,-2.34801,7.35092
Mainstream,LOVERS INNFIAPRE -FIAPRE(,244943368,Accra,North,-2.34734,7.36303
Mainstream,EASY EASY(A2),554793053,Accra,North,-2.32836,7.34735
Mainstream,ZENIMART SPOT(A2),558714288,Accra,North,-2.1636575,7.0081942
Mainstream,SWIFT GUEST HOUSE(A2),241542110,Accra,North,-2.34569,7.35116
Low End,Monica's pub,0532358438,Tarkwa,North,-1.99609,5.30109
Mainstream,ASBEAT FOREST VIEW,509134967,Accra,North,-2.34415,7.34979
Mainstream,58 JULIDERM(B2),204544544,Accra,North,-2.09932,7.18818
Mainstream,GOLD HOUSE UENR ROAD (A3),243225400,Accra,North,-2.33537,7.35279
Mainstream,FREEDOM CITY(A3),246120110,Accra,North,-2.34863,7.3619
Mainstream,Makos Joint,243809447,Accra,North,-2.18194,7.39627
Mainstream,WHITE HOUSE -NEWTOWN(B3),241220012,Accra,North,-2.32877,7.33266
Mainstream,MUSIC GUEST HOUSE(C3),244971843,Accra,North,-2.33033,7.35111
Mainstream,EI SIKA(A3),261245440,Accra,North,-2.32161,7.32768
Mainstream,PENNY WISE(B3),245845221,Accra,North,-2.3459485,7.3551
Mainstream,BROTHERS PUB BECHEM(A3),203121051,Accra,North,-2.02974,7.06130
Low End,"Cash Spot Tamso, senya Krom",245352581,Tarkwa,North,-1.99764,5.27281
Mainstream,OLD BOYS LOUNGE(B3),243541000,Accra,North,-2.09927,7.1748
Mainstream,J BRISTROL BAR(B3),546824512,Accra,North,-2.30826,7.34149
Low End,No Problem Enterprise,546188227,Accra,North,-2.18327,7.39688
Mainstream,THREE SISTERS(C3),242334317,Accra,North,-2.30682,7.34254
Mainstream,EUSBETT POOL SITE(C1),566824522,Sunyani,North,-2.33759,7.33983
Low End,"VIDASH SPOTOHENE GYAN, SU",245124411,Accra,North,-2.29549,7.30002
Mainstream,FREEJOYCE CLUB(B3),504532008,Accra,North,-2.31818,7.37061
Mainstream,LEXIS SPOT(B3),272451254,Accra,North,-2.33742,7.31321
Mainstream,Asew Connie Enterprise,241254125,Accra,North,-2.27016,7.2878
Low End,State Pub AKYEMPIM,541200354,Tarkwa,North,-2.00263,5.25830
Mainstream,CATERING RESTAURANT & BAR,596034622,Accra,North,-2.33064,7.34455
Mainstream,R & G PUB(B2),501241045,Accra,North,-2.325637,7.346311
Mainstream,LASASA SPOTFIAPRE -FIAPRE,271201220,Accra,North,-2.347,7.36104
Mainstream,ONE COOL CORNER SPOT(B2),241316378,Accra,North,-2.3621771,7.3557878
Mainstream,Nak- J Enterprise,542135587,Accra,North,-2.32626,7.3354
Mainstream,SUZZY'S GARDEN(A2),241542144,Accra,North,-2.09532,7.18165
Mainstream,DORCAS SPOTSUNYANI -SUNYA,505929311,Accra,North,-2.32563,7.33129
Wholesaler,HOT VENTURES(B3),242121452,Accra,North,-2.34481,7.35126
Low End,AMKE PUB AKYEMPIM,262308745,Tarkwa,North,-2.00423,5.25464
Mainstream,EXECUTIVE SPOTTEPA -TEPA(,256948746,Accra,North,-2.16454,7.00654
Mainstream,BEST WAY JOINT(B3),275300214,Accra,North,-2.32689,7.33233
Mainstream,T. I. VENTURES,265433842,Accra,North,-2.09890,7.17614
Mainstream,SILVER HOUSE 2(B2),245142400,Accra,North,-2.1016,7.17291
Mainstream,LIZZY'S SPOT(A3),271358421,Accra,North,-2.0280921,7.088276
Mainstream,PLUS 2 SPOT - DREAMFIELD RD,243185438,Accra,North,-2.29746,7.29664
Mainstream,THE JOINT DUAYAW NKWANTA,542758893,Accra,North,-2.09723,7.1844
Mainstream,DREAM LAND SPOT(A3),248237364,Accra,North,-2.10094,7.17292
Mainstream,GENTS SPOT(A2),551589614,Accra,North,-2.0254361,7.0866304
Mainstream,SEVEN ELEVEN SPOT(A2),245784447,Accra,North,-2.02734,7.08766
Mainstream,LIBERTY SPOTBECHEM -BECHE,247829933,Accra,North,-2.02647,7.08868
Mainstream,SIGNATURE PUB(B3),547706893,Accra,North,-2.0309746,7.0605908
Low End,Okumasono Chop Bar & Spot,243446223,Accra,North,-2.03048,7.06043
Low End,GEORGIA SPOT(A2),541298810,Accra,North,-2.025899,7.0874052
Mainstream,NANANOM SPOTTEPA -TEPA(A2,243500014,Accra,North,-2.16934,7.00346
Mainstream,SECRETZ PUB(B2),241845444,Accra,North,-2.3543,7.34607
Mainstream,FRANK B. PUB(B3),508580844,Accra,North,-2.31731,7.36837
Mainstream,OLE SPOT(B3),245124410,Accra,North,-2.349959,7.347404
Mainstream,HARRIS INN -PENKWASI(A2),240969736,Accra,North,-2.31469,7.34214
Mainstream,RUTTCHEN SPOT(A2),247120023,Accra,North,-2.31634,7.37093
Mainstream,STATION BARBECHEM -BECHEM,274521441,Accra,North,-2.02641,7.08872
Mainstream,"7,11 SPOT(A3)",207630910,Accra,North,-2.3272,7.35086
Mainstream,MOVING PICK(B3),541208400,Accra,North,-2.3316,7.32759
Mainstream,BOGE SPOT(B3),241500141,Accra,North,-2.307257,7.344004
Mainstream,AFTER 4(B3),206900988,Accra,North,-2.34841,7.36139
Mainstream,RED CARPET(C2),558714288,Accra,North,-2.16084,7.01154
Mainstream,Gilbertson village,542666232,Accra,North,-2.3402142,7.3060473
Low End,Okyeso Nyame spot Duayaw,242727111,Accra,North,-2.1004405,7.1722165
High End,Briefcase pub and shisha,502261327,Accra,South,-0.1540176,5.6386223
High End,Salma's eatery,24464 5239,Accra,South,-0.1540023,5.638626
High End,ROOTS APARTMENTS HOTEL(C1,202923497,Accra,South,-0.18,5.564205
Draught,HONEYSUCKLE  A&C MALL-Draught,244140452,Accra,South,-0.15268,5.64217
High End,SKY BAR(C3),248537098,Accra,South,-0.17741,5.62054
High End,Badu Lounge,202026518,Accra,South,-0.1668781,5.568197
High End,Kings Landing Annex,244222202,Accra,South,-0.240446,5.637313
High End,VILLA MONTICELLO(C2),244222202,Accra,South,-0.182106,5.609176
High End,VINE LOUNGE(C3),2.33E+11,Accra,South,-0.185581,5.602139
High End,BREAKFAST TO BREAKFAST(C3,546822961,Accra,South,-0.1824473,5.5618896
High End,GARDEN MART,209159311,Accra,South,-0.1114918,5.643903
High End,GHASTRO RESTAURANT(C3),241860857,Accra,South,-0.1506124,5.6386765
High End,Kwik Mart,20456783,Accra,South,-0.2029156,5.6143072
High End,La Cocina Mexicana,1234567890,Accra,South,-0.15582,5.64179
High End,Siesta caf?,599641664,Accra,South,-0.1726453,5.5766343
High End,Bliss Entertainment Centr,554443652,Accra,South,-0.1762317,5.591895
High End,le must labone,244063806,Accra,South,-0.17445,5.56785
High End,Tunnel Lounge,020 413 211,Accra,South,-0.18670,5.61358
High End,La borracha,241589344,Accra,South,-0.1725534,5.5737018
High End,Yaya La parisennne,244996644,Accra,South,-0.1699167,5.571585
High End,Le Pavillon,598757777,Accra,South,-0.16728,5.57163
Mainstream,Base lounge,246622697,Accra,South,-0.17946,5.58098
Low End,San Marino - Osu,203442458,Accra,South,-0.1811017,5.5628017
High End,Pleasant Gardens,541567907,Accra,South,-0.187715,5.6211461
High End,Queens Hut,+233 24 705,Accra,South,-0.1788317,5.6713033
High End,EL Lounge,548847162,Accra,South,-0.1671743,5.6361949
High End,TOTAL HOUSE,243007782,Accra,South,-0.2035959,5.5560488
High End,On the Rocks - Melcom plus,593858146,Accra,South,-0.2215917,5.5852117
High End,Petrosol Mart,271250075,Accra,South,-0.10713,5.640315
High End,HABANERO FOODS,249402987,Accra,South,-0.14669,5.6299
High End,Go cafe Osu,248382474,Accra,South,-0.1815489,5.5621787
High End,Total shop Loco Rd,249676345,Accra,South,-0.1837876,5.5531297
High End,Total shop La Rd,545018495,Accra,South,-0.1654079,5.5573638
High End,TOTAL SHOP TESHIE 1ST JUN,543686327,Accra,South,-0.1022796,5.5855149
High End,SHELL SHOP TESHIE 1ST JUN,556784057,Accra,South,-0.0963895,5.5896635
High End,TOTAL SHOP TESHIE,246861980,Accra,South,-0.1042412,5.5830653
High End,GO MART NUNGUA,257928030,Accra,South,-0.0818804,5.5975168
High End,TOTAL SHOP NUNGUA,556543825,Accra,South,-0.0741102,5.612613
Wholesaler,Charity Spot,203977223,Bolgatanga,North,-1.868,10.88745
Mainstream,MAY FAIR SQUARE(B3),548899206,Accra,North,-1.08048,10.89185
Mainstream,Bantama Spot,244729145,Bolga,North,-0.87444,10.80398
Low End,MARY SPOT(A2),242237831,Accra,North,-1.10251,10.97261
Low End,HOME TOUCH PEIRRE SPOT(B2,203063636,Accra,North,-1.08868,10.89275
Low End,Discovery Pub,247556626,Accra,North,-1.06321,10.91416
Low End,Kris Hills,508062732,Accra,North,-1.07212,10.90785
Low End,JEWEB,244545876,Accra,North,-1.08895,10.8927
Low End,Trackers Pub,205888417,Accra,North,-1.0913,10.8917
Low End,MEET ME THERE SPOT(PUNGU),203304342,Accra,North,-1.07235,10.90797
Low End,CHARLET VIEW(A2),246022671,Accra,North,-1.08732,10.89639
Low End,FREEDOM SPOT(B2),244587963,Accra,North,-1.11631,10.88265
Low End,V Sugar Pub,204568973,Accra,North,-1.04783,10.87163
Low End,VIDA CONTAINER(A2),0546115364,Accra,North,-1.08371,10.8948
Low End,HOUSE PARTY SPOT(C1),0558812717,Accra,North,-1.07877,10.9026
